"Remetente"	"Mensagem"
"Avaliador"	"[STUDENT] Olá! Eu sou o professor Alfredo, o diretor desta escola. Como te chamas?"
"Estudante"	"Eu me chamo Aluno O"
"Avaliador"	"[STUDENT] Prazer, Aluno O. Quantos anos tens?"
"Estudante"	"Eu tenho 10 anos"
"Avaliador"	"[STUDENT] E gostas de ir à escola, Aluno O? O que mais gostas de fazer nas aulas?"
"Estudante"	"Eu gosto mais de estar com atenção nas aulas"
"Avaliador"	"[STUDENT] Isso é muito importante, Aluno O! Ficaste contente por teres sido escolhido para participar nesta atividade diferente?"
"Estudante"	"Sim fiquei contente por ter sido escolhido para participar nesta atividade"
"Avaliador"	"[STUDENT] Ainda bem! Agora vou fazer-te umas perguntas para perceber em que nível estás, está bem?"
"Estudante"	"Sim, está bem"
"Avaliador"	"[STUDENT] Só para saberes, nestas perguntas não posso esclarecer dúvidas e só tens uma oportunidade para responder cada uma, combinado?"
"Estudante"	"Ok"
"Avaliador"	"[STUDENT] Posso começar a fazer-te as perguntas, Aluno O?"
"Estudante"	"Sim pode começar"
"Avaliador"	"[SYSTEM] Questions"
"Avaliador"	"[STUDENT] Diz-me Aluno O, qual é o **__tipo de frase__** utilizado na frase ""Enche a banheira com água salgada para colocar o tubarão""?"
"Estudante"	"O tipo de frase é imperativa"
"Avaliador"	"[STUDENT] Muito bem, agora diz-me, qual é o **__tipo de frase__** utilizado na frase ""Que tubarão grande!""?"
"Estudante"	"O tipo de frase utilizado nesta frase é exclamativa"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase no plural: ""O jovem fez a mais admirável descoberta."""
"Estudante"	"Os jovens fizeram as mais admiráveis descobertas"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase, substituindo as palavras destacadas por **antónimos**: ""**Terminada** a pescaria, o rapaz **enervou-se**."""
"Estudante"	"Começada a pescaria, o rapaz felicitou-se"
"Avaliador"	"[STUDENT] Deves escrever ""acalmou-se"" em vez de ""felicitou-se"". Muito bem, __reescreve__ a frase, substituindo as palavras destacadas por __sinónimos__: ""Era uma vez um tubarão **belo** e **veloz** e um menino **esperto** e **valente**."""
"Estudante"	"Era um vez um tubarão bonito e rápido e um menino inteligente e corajoso"
"Avaliador"	"[STUDENT] Muito bem, __lê__ as frases e escolhe qual das palavras destacadas pertencem à classe **quantificador numeral**: ""**O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"""
"Estudante"	"duas"
"Avaliador"	"[STUDENT] Muito bem, faltou-te identificar também ""três"". __Lê__ as frases e escolhe as palavras destacadas que pertencem à classe **advérbio**: **O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"
"Estudante"	"muito não"
"Avaliador"	"[STUDENT] Muito bem, qual é o **grau do adjetivo** na frase: ""O rapaz era mais conversador do que o avô.""?"
"Estudante"	"comparativo de superioridade"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase com o adjetivo no **grau superlativo absoluto analítico**: ""É um tubarão rapidíssimo."""
"Estudante"	"É um tubarão muito rápido"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ as frases com __preposições__, sem as repetires: ""____ o almoço, eles decidiram ir ____ à praia ____ nadar ____ os peixes. Estava tanto frio que voltaram ____ molhar os pés."""
"Estudante"	"Após até para com sem"
"Avaliador"	"[STUDENT] Parabéns, Aluno O! O que achaste destas perguntas que te fiz?"
"Estudante"	"mais ou menos fáceis"
"Avaliador"	"[STUDENT] Achaste algumas difíceis? Queres saber a pontuação que terias nestas perguntas?"
"Estudante"	"sim"
"Avaliador"	"[STUDENT] Muito bem. Na primeira pergunta tiveste 10 em 10 pontos;  
Na segunda, 10 em 10;  
Na terceira, 10 em 10;  
Na quarta, 5 em 10 pontos, pois faltou trocar o ""enervou-se"" e  deves escrever ""acalmou-se"";  
Na quinta, 7.5 em 10 pontos (faltou ""Era uma vez"", escreveste ""um"" em vez de ""uma"" e faltou algum sinónimo de ""astuto"");  
Na sexta, 5 em 10 pontos (faltou referir ""três"");  
Na sétima, 10 em 10 pontos;  
Na oitava, 10 em 10 pontos;  
Na nona, 10 em 10 pontos;  
Na décima, 10 em 10 pontos.

Pontuação final: 10 + 10 + 10 + 5 + 7.5 + 5 +10 + 10 + 10 + 10 = 87.5 pontos.  
Tiveste ainda 0.5 pontos de desconto por escreveres ""um vez"" em vez de ""uma vez"", ficando com 87 pontos em 100 possíveis!"
"Estudante"	"yay7"
"Avaliador"	"[STUDENT] Muito bem, Aluno O! Agora vou explicar-te o que vai acontecer a seguir. Aqui na nossa escola damos aos professores mais novos a oportunidade de ensinarem alunos como tu. Hoje, vais falar com o Professor João para tentares melhorar ainda mais as tuas respostas. Ele é muito simpático, aproveita para conversares à vontade! Quando estiveres pronto, diz-me."
"Estudante"	"Estou pronto"
"Avaliador"	"[TUTOR] Professor João, aqui tem as perguntas e as respostas do aluno, incluindo a pontuação atribuída a cada uma:

1. Tipo de frase: imperativa (10 em 10 pontos)
2. Tipo de frase: exclamativa (10 em 10 pontos)
3. Plural: ""Os jovens fizeram as mais admiráveis descobertas"" (10 em 10 pontos)
4. Antónimos: ""Começada a pescaria, o rapaz felicitou-se"" (5 em 10 pontos)
5. Sinónimos: ""Era um vez um tubarão bonito e rápido e um menino inteligente e corajoso"" (7.5 em 10 pontos)
6. Quantificador numeral: ""duas"" (5 em 10 pontos)
7. Advérbio: ""muito não"" (10 em 10 pontos)
8. Grau do adjetivo: ""comparativo de superioridade"" (10 em 10 pontos)
9. Grau superlativo absoluto analítico: ""É um tubarão muito rápido"" (10 em 10 pontos)
10. Preposições: ""Após até para com sem"" (10 em 10 pontos)

O objetivo é melhorar o desempenho do aluno nestas perguntas e otimizar as respostas para aumentar a pontuação. Quando terminar a sua sessão com o aluno, por favor, passe-me novamente a palavra."
"Tutor"	"Olá, Aluno O! Eu sou o Professor João e estou muito contente por te ajudar a aprender mais. Queres contar-me qual é a tua matéria favorita?"
"Estudante"	"A minha matéria preferia de todas as disciplinas ou de português?"
"Tutor"	"Gostei da tua pergunta! Fala-me da disciplina que mais gostas em geral."
"Estudante"	"Gosto mais de estudo do meio"
"Tutor"	"Adoro saber isso, Aluno O! E dentro de Estudo do Meio, preferes aprender sobre a natureza ou sobre as pessoas?"
"Estudante"	"sobre a natureza"
"Tutor"	"Boa escolha, natureza é fascinante! Queres que eu use exemplos da natureza nas atividades de Português?"
"Estudante"	"não"
"Tutor"	"Ótimo, foco no Português então! Preparadíssimo para começarmos?"
"Estudante"	"Sim"
"Tutor"	"Fantástico! Sabes o que são preposições e para que servem?"
"Estudante"	"mais ou menos"
"Tutor"	"Excelente, já tens alguma ideia! Queres tentar dar um exemplo de preposição numa frase curta?"
"Estudante"	"sim"
"Tutor"	"Força, escreve uma frase onde uses uma preposição!"
"Estudante"	"O João foi a praia, mas era tão frio que saiu sem molhar os pés"
"Tutor"	"Muito bem, usaste “a” e “sem”! Queres tentar identificar mais preposições na tua frase?"
"Estudante"	"Sim"
"Tutor"	"Excelente! Consegues encontrar alguma preposição além de “a” e “sem”, ou só essas?"
"Estudante"	"Só consigo identificar essas a e sem"
"Tutor"	"Ótimo trabalho! Também podias considerar “de,” mas não está presente na tua frase. Queres experimentar criar outra frase com mais preposições?"
"Estudante"	"sim"
"Tutor"	"Tenta agora: faz uma frase usando pelo menos três preposições diferentes!"
"Estudante"	"Perante o que aprendi o meu trabalho de casa está mal, porque está sem nome e data e a pergunta 1 está incompleta"
"Tutor"	"Muito bem, Aluno O! Usaste “perante”, “de” e “sem”. Queres saber para que serve cada uma destas preposições?"
"Estudante"	"sim"
"Tutor"	"Fantástico! Para que achas que serve a preposição “perante”?"
"Estudante"	"Tendo em conta"
"Tutor"	"Boa! “Perante” pode mesmo significar “tendo em conta” ou “na presença de”. Queres tentar explicar para que serve “sem”?"
"Estudante"	"sim"
"Tutor"	"Então, para que serve a preposição “sem” na tua frase?"
"Estudante"	"não fiz"
"Tutor"	"Sem problema! Eu dou-te uma dica: “sem” indica ausência de algo. Queres tentar agora explicar o sentido na tua frase?"
"Estudante"	"sim"
"Tutor"	"Força, diz-me o que falta ou está ausente na parte “sem nome e data”."
"Estudante"	"falta por o entre o sem e nome"
"Tutor"	"Quase, mas “sem nome” indica que o trabalho está feito sem incluir o nome, por isso falta o nome e a data. Faz sentido para ti?"
"Estudante"	"sim"
"Tutor"	"Excelente, Aluno O! Queres aprender para que serve a preposição “de”?"
"Estudante"	"certamente~~"
"Tutor"	"Perfeito entusiasmo! Tens ideia do que “de” indica numa frase?"
"Estudante"	"sim"
"Tutor"	"Ótimo! Consegues dar um exemplo de frase com “de”?"
"Estudante"	"Eu joguei ping pong com uma bola de ténnis"
"Tutor"	"Muito bem, Aluno O! “De” mostra de que material é feita a bola. Queres experimentar com outra preposição?"
"Estudante"	"sim"
"Tutor"	"Escolhe uma preposição e tenta usá-la numa frase curta!"
"Estudante"	"Após a escola estudei para o teste"
"Tutor"	"Muito bom! “Após” indica um tempo depois de algo. Preferes aprender mais preposições ou passar a outro tema de Português?"
"Estudante"	"outro tema de português"
"Tutor"	"Ótima escolha! Queres explorar antónimos ou frases exclamativas?"
"Estudante"	"antónimos"
"Tutor"	"Excelente! Sabes explicar o que são antónimos?"
"Estudante"	"sim"
"Tutor"	"Ótimo! Podes dar-me um exemplo de antónimos numa frase?"
"Estudante"	"O João era pobre e o Rui era rico"
"Tutor"	"Muito bem, “pobre” e “rico” são antónimos! Queres tentar com outros antónimos diferentes?"
"Estudante"	"sim"
"Tutor"	"Força, escreve uma frase com outros dois antónimos!"
"Estudante"	"A festa acabou, mas o Pedro achou que começou"
"Tutor"	"Excelente exemplo, Aluno O! Usaste “acabou” e “começou” como antónimos. Queres aprender como reconhecer antónimos mais difíceis?"
"Estudante"	"sim"
"Tutor"	"Ótimo espírito! Como achas que podemos descobrir o antónimo de palavras desconhecidas?"
"Estudante"	"com o dicionário"
"Tutor"	"Ótima ideia! Sabes em que parte do dicionário poderias procurar antónimos?"
"Estudante"	"Não"
"Tutor"	"Sem problema! Procura pela palavra e vê se o dicionário indica “Ant.”, que significa antónimo. Queres experimentar com uma palavra?"
"Estudante"	"Não"
"Tutor"	"Perfeito, então preferes passar a outro tema ou praticar mais antónimos?"
"Estudante"	"outro tema"
"Tutor"	"Ótimo! Queres trabalhar frases exclamativas ou graus do adjetivo?"
"Estudante"	"frases exclamativas"
"Tutor"	"Excelente! Sabes reconhecer uma frase exclamativa?"
"Estudante"	"sim"
"Tutor"	"Ótimo! Queres tentar escrever agora uma frase exclamativa?"
"Estudante"	"sui"
"Tutor"	"Pequeno erro, Aluno O! Queres corrigir para “sim”?"
"Estudante"	"sim"
"Tutor"	"Muito bem, escreve então uma frase exclamativa simples!"
"Estudante"	"Estas bolachas são deliciosas!"
"Tutor"	"Excelente frase, Aluno O! O ponto de exclamação mostra entusiasmo. Queres criar outra frase exclamativa?"
"Estudante"	"sim"
"Tutor"	"Força, surpreende-me com mais uma frase exclamativa!"
"Estudante"	"Esta escola é bonita"
"Tutor"	"Ótima frase! Para ser exclamativa, adiciona o ponto de exclamação: “Esta escola é bonita!” Queres corrigir na tua frase?"
"Estudante"	"sim"
"Tutor"	"Perfeito! Escreve agora a frase corrigida com o ponto de exclamação."
"Estudante"	"Esta escola é bonita!"
"Tutor"	"Espetacular, Aluno O! Gostavas de aprender a transformar frases normais em exclamativas?"
"Estudante"	"sim"
"Tutor"	"Muito bem! Transforma esta frase em exclamativa: “O cão corre depressa.”"
"Estudante"	"O cão corre depressa!"
"Tutor"	"Fantástico! Só mudaste o ponto, mas já tornou a frase exclamativa. Queres tentar uma com mais entusiasmo?"
"Estudante"	"sim"
"Tutor"	"Transforma em exclamativa com mais emoção: “O bolo está saboroso.”"
"Estudante"	"O bolo está muito saboroso!"
"Tutor"	"Excelente, Aluno O! Adicionaste “muito” para dar mais ênfase. Queres fazer mais exercícios ou passar para outro tema?"
"Estudante"	"passar para outro tema"
"Tutor"	"Boa escolha! Preferes praticar graus do adjetivo ou classes de palavras?"
"Estudante"	"classes de palavras"
"Tutor"	"Ótimo! Sabes quantas classes de palavras existem em Português?"
"Estudante"	"não mas se algumas"
"Tutor"	"Muito bem! Consegues dizer uma classe de palavra que conheças?"
"Estudante"	"Os nomes"
"Tutor"	"Excelente, Aluno O! Sabes a diferença entre nome comum e nome próprio?"
"Estudante"	"Sim"
"Tutor"	"Ótimo! Consegues dar um exemplo de nome próprio?"
"Estudante"	"sim"
"Tutor"	"Força, escreve um exemplo de nome próprio!"
"Estudante"	"Um nome próprio são nomes que começam com letras maíuscula como o meu nome ou on"
"Tutor"	"Muito bem explicado, Aluno O! “Aluno O” é um nome próprio. Queres tentar dar um nome comum como exemplo?"
"Estudante"	"sim"
"Tutor"	"Força, escreve agora um exemplo de nome comum!"
"Estudante"	"Um nome comum é um nome de um objeto por exemplo"
"Tutor"	"Excelente resposta! “Mesa” seria um bom exemplo de nome comum. Queres saber o que são nomes coletivos?"
"Estudante"	"sim"
"Tutor"	"Ótima curiosidade! Sabes o que é um “rebanho” no contexto de nomes coletivos?"
"Estudante"	"conjunto de lobos?"
"Tutor"	"Quase certo, Aluno O! “Rebanho” é o conjunto de ovelhas. Sabes qual é o coletivo de lobos?"
"Estudante"	"não"
"Tutor"	"Sem problema! Chama-se “alcateia” ao grupo de lobos. Queres experimentar criar uma frase com um nome coletivo?"
"Estudante"	"sim"
"Tutor"	"Força, inventa uma frase com um nome coletivo!"
"Estudante"	"O jardineiro encontrou uma vara"
"Tutor"	"Muito bem! “Vara” é um nome coletivo de porcos. Queres tentar com outro nome coletivo diferente?"
"Estudante"	"sim"
"Tutor"	"Ótimo, Aluno O! Escreve agora uma frase com “cardume”."
"Estudante"	"Eu encontrei um cardume ontem"
"Tutor"	"Excelente! “Cardume” é o coletivo de peixes. Queres continuar a praticar ou passar para outro tema?"
"Estudante"	"passar para outro tema"
"Tutor"	"Muito bem! Preferes praticar verbos ou adjetivos?"
"Estudante"	"verbos"
"Tutor"	"Ótima escolha! Sabes o que é um verbo numa frase?"
"Estudante"	"sim"
"Tutor"	"Fantástico! Queres dar-me um exemplo de verbo numa frase?"
"Estudante"	"sim"
"Tutor"	"Força, escreve uma frase onde o verbo se destaque!"
"Estudante"	"O Rui saltou para a piscina"
"Tutor"	"Muito bem, Aluno O! O verbo nesta frase é “saltou”. Queres experimentar usar dois verbos na mesma frase?"
"Estudante"	"sim"
"Tutor"	"Perfeito! Escreve uma frase com dois verbos diferentes."
"Estudante"	"O Rui saltou para a piscina, o João empurrou-lhe"
"Tutor"	"Boa tentativa! Pequena correção: diz-se “empurrou-o”. Queres tentar reescrever a frase corretamente?"
"Estudante"	"sim"
"Tutor"	"Força, escreve a frase corrigida com dois verbos!"
"Estudante"	"O Rui saltou para a piscina, porque o João empurrou-o"
"Tutor"	"Excelente correção, Aluno O! Os verbos aqui são “saltou” e “empurrou”. Queres experimentar três verbos numa frase?"
"Estudante"	"não"
"Tutor"	"Sem problema! Preferes praticar adjetivos ou outro tema de Português?"
"Estudante"	"outro tema de português"
"Tutor"	"Queres experimentar frases interrogativas ou trabalhar quantificadores numerais?"
"Estudante"	"frases interrogativas"
"Tutor"	"Ótimo tema! Sabes o que distingue uma frase interrogativa?"
"Estudante"	"sim"
"Tutor"	"Excelente! Queres criar agora uma frase interrogativa?"
"Estudante"	"sim"
"Tutor"	"Força, escreve uma frase interrogativa simples!"
"Estudante"	"O que é isto"
"Tutor"	"Muito bem, Aluno O! Para ficar perfeita, coloca um ponto de interrogação: “O que é isto?” Queres tentar mais uma?"
"Estudante"	"sim"
"Tutor"	"Ótimo, cria então outra frase interrogativa!"
"Estudante"	"Para onde vamos?"
"Tutor"	"Perfeito, Aluno O! Excelente uso do ponto de interrogação. Querias experimentar transformar uma frase afirmativa em interrogativa?"
"Estudante"	"sim"
"Tutor"	"Transforma esta frase em interrogativa: “O Pedro vai à escola.”"
"Estudante"	"Professor o Pedro vai à escola?"
"Tutor"	"Quase perfeito! Tira a palavra “Professor” e ficas com a frase certa. Queres corrigir?"
"Estudante"	"sim"
"Tutor"	"Força, reescreve a frase como uma pergunta!"
"Estudante"	"O Pedro vai à escola"
"Tutor"	"Muito bem, Aluno O! Só te falta adicionar o ponto de interrogação no final. Queres corrigir?"
"Estudante"	"sim"
"Tutor"	"Ótimo, escreve agora: “O Pedro vai à escola?”"
"Estudante"	"O Pedro vai à escola?"
"Tutor"	"Excelente, Aluno O! Dominaste as frases interrogativas! Queres terminar por hoje ou continuar a praticar?"
"Estudante"	"terminar por hoje"
"Tutor"	"Foste incrível hoje, Aluno O! Vou passar a palavra ao meu colega. Continua sempre com esse empenho. Até à próxima! 😊"
"Avaliador"	"[STUDENT] Aluno O, vou agora voltar a fazer-te as mesmas perguntas de há pouco. Vais tentar melhorar a tua pontuação, está bem? Força!"
"Estudante"	"Esta muito bem"
"Avaliador"	"[STUDENT] Diz-me então, qual é o **__tipo de frase__** utilizado na frase ""Enche a banheira com água salgada para colocar o tubarão""?"
"Estudante"	"O tipo de frase é imperativa"
"Avaliador"	"[STUDENT] Muito bem, agora diz-me, qual é o **__tipo de frase__** utilizado na frase ""Que tubarão grande!""?"
"Estudante"	"O tipo de frase é exclamativa"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase no plural: ""O jovem fez a mais admirável descoberta."""
"Estudante"	"Os jovens fizeram as mais admiráveis descobertas"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase, substituindo as palavras destacadas por **antónimos**: ""**Terminada** a pescaria, o rapaz **enervou-se**."""
"Estudante"	"Começando a pescaria, o rapaz acalmou-se"
"Avaliador"	"[STUDENT] Deves escrever ""começada"" ou ""iniciada"" em vez de ""começando"". Muito bem, __reescreve__ a frase, substituindo as palavras destacadas por __sinónimos__: ""Era uma vez um tubarão **belo** e **veloz** e um menino **esperto** e **valente**."""
"Estudante"	"Era um vez um tubarão bonito e rápido e um menino inteligente e corajoso"
"Avaliador"	"[STUDENT] Deves escrever ""uma"" vez em vez de ""um vez"". Muito bem, __lê__ as frases e escolhe qual das palavras destacadas pertencem à classe **quantificador numeral**: ""**O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"""
"Estudante"	"duas três"
"Avaliador"	"[STUDENT] Muito bem, __lê__ as frases e escolhe as palavras destacadas que pertencem à classe **advérbio**: **O** rapaz **foi** pescar **duas** vezes com o avô. Como era **muito esperto**, convenceu o avô de que o tubarão era apenas **um peixe enorme**. A mãe **não** queria acreditar no que via, por isso **esfregou** os **olhos três** vezes!"
"Estudante"	"muito não"
"Avaliador"	"[STUDENT] Muito bem, qual é o **grau do adjetivo** na frase: ""O rapaz era mais conversador do que o avô.""?"
"Estudante"	"comparativo de superioridade"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ a frase com o adjetivo no **grau superlativo absoluto analítico**: ""É um tubarão rapidíssimo."""
"Estudante"	"É um tubarão muito rápido"
"Avaliador"	"[STUDENT] Muito bem, __reescreve__ as frases com __preposições__, sem as repetires: ""____ o almoço, eles decidiram ir ____ à praia ____ nadar ____ os peixes. Estava tanto frio que voltaram ____ molhar os pés."""
"Estudante"	"Após até para com sem"
"Avaliador"	"[STUDENT] Parabéns, Aluno O! Como te sentiste a responder agora? Notaste alguma melhoria?"
"Estudante"	"certamente"
"Avaliador"	"[STUDENT] Queres saber a pontuação que terias nestas perguntas agora?"
"Estudante"	"sim"
"Avaliador"	"[STUDENT] Muito bem. Aqui está a tua pontuação detalhada nesta segunda ronda:  
Pergunta 1: 10 em 10 pontos;  
Pergunta 2: 10 em 10 pontos;  
Pergunta 3: 10 em 10 pontos;  
Pergunta 4: 9 em 10 pontos, escreveste ""começando"" em vez de ""começada"";  
Pergunta 5: 9.5 em 10 pontos, escreveste ""um vez"" em vez de ""uma vez"";  
Pergunta 6: 10 em 10 pontos;  
Pergunta 7: 10 em 10 pontos;  
Pergunta 8: 10 em 10 pontos;  
Pergunta 9: 10 em 10 pontos;  
Pergunta 10: 10 em 10 pontos.

Pontuação total: 10 + 10 + 10 + 9 + 9.5 + 10 + 10 + 10 + 10 + 10 = 98.5 pontos em 100 possíveis! Excelente evolução!"
"Estudante"	"obrigado"
"Avaliador"	"[STUDENT] Muito bem, Aluno O! Foste trabalhador, concentrado e mostraste muita vontade de melhorar. Parabéns pelo teu desempenho e atitude!"
"Estudante"	"obrigado"
"Avaliador"	"[STUDENT] Terminámos a sessão de hoje. Obrigado pela tua participação e empenho, Aluno O! Espero que tenhas gostado desta experiência! Até breve!! [END]"
